post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,title,descr
pre2013_63432,20120329,2012,san mateo,san mateo,san mateo,1750,1.0,,600,0,$1750 / 1br - 600ft² - Upgraded 1BR in a prime location!,
pre2013_3528,20080228,2008,concord / pleasant hill / martinez,concord,contra costa,1875,3.0,,,0,$1875 / 3br - Beautifully remodeled craftsman home near CCRMC in MTZ -,
pre2013_19160,20120217,2012,oakland east,oakland,alameda,1350,3.0,,,0,$1350 / 3br - Remodeled Duplex ,
pre2013_60297,20120320,2012,napa county,napa county,---,1925,3.0,,,0,$1925 / 3br - 3 Bedroom in Bel Air Subdivision,
pre2013_11032,20120131,2012,walnut creek,walnut creek,contra costa,1565,2.0,,,0,"$1565 / 2br - $250 Off First Months Rent, Large Living Room, Open Breakfast Bar.",
pre2013_82784,20060813,2006,cole valley,san francisco,san francisco,1575,0.0,,,0,$1575 Very large Studio with loft and small deck 415-216-3752,
pre2013_159007,20060618,2006,santa cruz,santa cruz,santa cruz,2900,4.0,,,0,$2900 / 4br - UCSC students -Sept '06 -June'07 -Beach House,
4265889639,20131231,2013,oakland hills north / montclair,oakland,alameda,6500,4.0,3.5,4200,0,    Dec 30 Large Piedmont Home $6500/4 Bed/3.5Bath   $6500 / 4br - 4200ft² -    (oakland piedmont / montclair)   map   ,
pre2013_53371,20120209,2012,candlestick point,san francisco,san francisco,3544,1.0,,1612,0,"$3544 / 1br - 1612ft² - Luxury at Its Most Affordable Pricing, Available Now",
pre2013_78533,20080306,2008,yountville,yountville,---,1850,2.0,,,0,$1850 / 2br - Yountville Condo -,
pre2013_99569,20041107,2004,mission district,san francisco,san francisco,1350,1.0,,,0,"$1350 / 1br - Hi ceilings, very lite, charming, 4 units bldg, near pub trans & resta",
pre2013_103678,20040611,2004,redwood city,redwood city,san mateo,750,0.0,,,0,$750  - In-Law Studio Unit on West side of Redwood City,
pre2013_143722,20050522,2005,mountain view,mountain view,santa clara,1320,1.0,1.0,,0,"$1320 / 1br - ***1Bath  Apt: Great Mtn View Locale, **Photos!** ",
pre2013_149155,20060406,2006,mountain view,mountain view,santa clara,950,0.0,,,0,$950  - Unique Studio w/Loft in Downtown Mt View,
pre2013_98794,20041030,2004,north beach / telegraph hill,san francisco,san francisco,2100,1.0,1.0,,0,"$2100 / 1br - 401578 4 room apartment, modern kitchen, central heating, split bath",
4264231639,20131230,2013,oakland hills north / montclair,oakland,alameda,3800,2.0,,1700,0,    Dec 29 Beautiful Crocker Highlands House   $3800 / 2br - 1700ft² -    (oakland piedmont / montclair)   pic map   ,
4634309066,20140824,2014,presidio hts / laurel hts / lake st,san francisco,san francisco,3800,2.0,,,0,Ocean View! Private Deck! Parking Included! ~ J.Wavro,
pre2013_141219,20050401,2005,nob hill,san francisco,san francisco,1050,1.0,,,0,$1050 / 1br - STUDIO ALTERNATIVE ,
pre2013_32064,20111010,2011,santa rosa,santa rosa,sonoma,795,0.0,,380,0,"$795 / 380ft² - Very sweet, very small Railroad Sq studio utls incl",
5401864107,20160115,2016,santa cruz,santa cruz,santa cruz,2654,2.0,,960,0,"Oca 13 Game Room, Laundry room with new appliances, On-site laundry   $2654 / 2br - 960ft2 -    (santa cruz)   resim har.",
pre2013_19151,20120217,2012,pacific heights,san francisco,san francisco,2500,1.0,,,0,"$2500 / 1br - Light filled, New Carpet, Pet ok prking avail ~ JWavro ",
pre2013_133875,20050107,2005,oakland north,oakland,alameda,1025,1.0,1.0,,0,"$1025 / 1br - Sunny apartment with new kitchen, bathroom and large garden ",
pre2013_59040,20120317,2012,napa county,napa county,---,2999,4.0,,2500,0,"$2999 / 4br - 2500ft² - Excellent location, Newer Home",
pre2013_87969,20040409,2004,sea cliff,san francisco,san francisco,1950,3.0,,,0,$1950 / 3br - Geary & 36th Ave,
pre2013_105270,20040705,2004,millbrae,millbrae,san mateo,1500,2.0,2.0,,0,"$1500 / 2br - CONDO-LIKE WEST-SIDE, 2 BR,2BA",
6575303739,20180517,2018,oakland east,oakland,alameda,3399,4.0,,1400,0,"OPEN1-5,4BD1.5BA1/2MtoBART1MtoFway880SECTION8PetOKParkingRebateNSND",
pre2013_144471,20050603,2005,nob hill,san francisco,san francisco,1495,1.0,1.0,,0,$1495 / 1br - BEAUTIFUL 1 BD 1 BA ON THE TOP OF NOB HILL**PHOTOS** ,
pre2013_154498,20070427,2007,santa clara,santa clara,santa clara,2195,3.0,,1285,0,"$2195 / 3br - (1285 SqFt) LARGE-2BA: GE Appliances, FP, Great Locale Pool/Spa/Fitnes",
pre2013_156694,20060220,2006,san rafael,san rafael,marin,2900,3.0,,,0,"$2900 / 3br - ""NEW HOME"" BEST LOCATION!!  ""INCREDIBLE VALUE""",
pre2013_137770,20050219,2005,redwood city,redwood city,san mateo,725,,,,0,$725  - This will not last!!!!  A lot included in rent!!!! ,
6455328448,20180111,2018,oakland lake merritt / downtown,oakland,alameda,4195,2.0,,1350,0,"Comfort and Convenience, Private Balconies, Panoramic Views",
pre2013_155606,20060103,2006,SOMA / south beach,san francisco,san francisco,2256,1.0,,-,0,"$2256 / 1br - Beautiful Apartment, Extremely Spacious",
pre2013_21501,20120225,2012,sunnyvale,sunnyvale,santa clara,1558,1.0,,700,0,$1558 / 1br - 700ft² - Beautiful garden setting,
pre2013_16604,20120129,2012,woodside,woodside,san mateo,1050,,,400,0,$1050 / 400ft² - LOG CABIN IN REDWOODS,
pre2013_96700,20040925,2004,marina / cow hollow,san francisco,san francisco,1150,0.0,,,0,$1150  - Brand New Kitchen in a Sunny Studio in Prime Marina Area,
pre2013_336,20060707,2006,oakland north,oakland,alameda,2100,3.0,,,0,$2100 / 3br - Showing Sat. 7/8 11am-1pm Newly Remodeled House,
pre2013_70061,20120623,2012,oakland hills north / montclair,oakland,alameda,3900,3.0,,,0,$3900 / 3br - Gorgeous Montclair Home - ***Breathtaking View*** ,
3793829697,20130518,2013,dublin / pleasanton,dublin,alameda,1400,2.0,,870,0,    Most remodeled 2BD close to Livermore Downtown    $1400 / 2br - 870ft² -    (dublin / pleasanton / livermore)   pic map   ,
pre2013_102322,20041211,2004,parkside,san francisco,san francisco,1450,2.0,1.0,,0,"$1450 / 2br - clean & comfortable 2-bedroom, 1-bath. apt. with parking",
pre2013_48174,20120105,2012,oakland east,oakland,alameda,1350,2.0,,,0,$1350 / 2br - Apartment for rent on Davis St.,
pre2013_16176,20120123,2012,petaluma,petaluma,sonoma,1000,1.0,,,0,$1000 / 1br - Cute west side duplex with shared yard ~ 11B Stanley,
pre2013_156199,20060203,2006,los altos,los altos,santa clara,2350,2.0,1.0,,0,$2350 / 2br - Fantastic 2BR 1BA home in Los Altos. Newly refurbished!,
pre2013_1971,20061208,2006,vallejo / benicia,vallejo,solano,1200,2.0,,,0,$1200 / 2br - Home For Rent 735 Louisiana St (Vallejo),
pre2013_123149,20040823,2004,lakeshore,san francisco,san francisco,2450,3.0,2.0,,0,"$2450 / 3br - House for rent with 3bd/2bath near Lowell, SFSU, Lake Merced ",
pre2013_51083,20120121,2012,napa county,napa county,---,1600,3.0,,1000,0,$1600 / 3br - 1000ft² - 3/1 American Canyon Home for Rent,
pre2013_66786,20120504,2012,redwood city,redwood city,san mateo,750,1.0,,,0,$750 / 1br - 1 Bedroom Apartment With Utilities,
pre2013_80154,20070307,2007,san rafael,san rafael,marin,1060,0.0,,,0,$1060 Spacious Studio Apartment Homes,
pre2013_152449,20060412,2006,berkeley,berkeley,alameda,945,0.0,,,0,$945  - ►PICS  Home-Like Studio in a Nicely Maintained Building,
pre2013_27402,20071018,2007,san leandro,san leandro,alameda,910,0.0,,,0,$910 Super Studio - Come see us at Lakeside Village Apartments,
pre2013_37282,20111121,2011,danville / san ramon,san ramon,contra costa,2200,3.0,2.5,1500,0,$2200 / 3br - 1500ft² - 3 bedroom 2 1/2 bath townhouse walking distance to downtown Danville,
pre2013_8903,20110106,2011,diamond heights,san francisco,san francisco,4500,3.0,2.0,,0,$4500 / 3br - OPEN SUNDAY! JAN 2nd!3bd/2ba House+ Bonus room / Pkg - Pets OK!!,
pre2013_157101,20060301,2006,richmond / point / annex,richmond,contra costa,520,0.0,,,0,$520  - Private Studio with Separate Entrance,
pre2013_117769,20040603,2004,atherton,atherton,san mateo,2700,3.0,,,0,"$2700 / 3br - 2 ba, Classic home in exclusive ATHERTON neighborhood ",
pre2013_147315,20060627,2006,ingleside,san francisco,san francisco,2600,3.0,,,0,$2600 / 3br - Lake Shore Home,
pre2013_77599,20090118,2009,oakland hills south,oakland,alameda,1900,2.0,,,0,"$1900 / 2br - Cozy, spacious 1200 sf home to rent asap, Must see,  880/580,bonus rm -",
5626622850,20160609,2016,napa county,napa county,---,3900,2.0,1.0,1223,0,"6月 8 Lovely 2BR, 1 BA furnished home in downtown St Helena   $3900 / 2br - 1223ft2 -    (napa county)   图片 地图    hide this posting restore this posting",
pre2013_12482,20110724,2011,concord / pleasant hill / martinez,concord,contra costa,1150,2.0,,,0,$1150 / 2br - 2/2 Condo in nice complex,
pre2013_105924,20040715,2004,mountain view,mountain view,santa clara,2400,4.0,2.0,,0,$2400 / 4br - 2 bath house,
4360366324,20140401,2014,SOMA / south beach,san francisco,san francisco,2900,0.0,,600,0,#137 Fully remodeled  studio  Unfurnished,
pre2013_87564,20031204,2003,greenbrae,greenbrae,marin,1200,1.0,,,0,$1200 / 1br - ~~~~~LARGE 1 BR/1.5 BA~~~~~~ STORAGE ~ PARKING ~ PICTURES ~~~~~~~,
pre2013_120471,20040715,2004,nob hill,san francisco,san francisco,2095,1.0,,,0,$2095 / 1br - Nob Hill  W/FABULOUS VIEW OF BAY BRIDGE COIT TOWER+DWTNOPEN7/15 6-6:45 ,
pre2013_91636,20040725,2004,USF / anza vista,san francisco,san francisco,3400,3.0,,,0,$3400 / 3br - Luxury Remodeled Victorian Flat-OPEN Sun 1-2--PICS!,
3610455073,20130212,2013,woodside,woodside,san mateo,1350,1.0,,,0,"
 

Upstairs unit off Woodside Road
 - 
$1350 / 1br - 

 (redwood city)
  img

",
pre2013_128274,20041028,2004,san jose central,san jose,santa clara,2130,1.0,,,0,$1999 / 1br -  Spacious Loft in Downtown San Jose ,
5818422023,20161008,2016,oakland west,oakland,alameda,3050,3.0,,,0,"이 게시물을 즐겨찾기로 설정

10월  7
Move in ready! Text/call for Showings!


$3050

                3br -
            

 (oakland west)

 사진
                            지도







이 게시물 숨김



이 게시물 복구",
pre2013_42416,20111213,2011,san jose east,san jose,santa clara,2130,3.0,,3200,0,$2800 / 3br - 3200ft² - Living in the city or rural? Huge home on acre and a half! Let's See  ,
5532101995,20160420,2016,financial district,san francisco,san francisco,3995,1.0,1.0,860,0,4月 19 Brand New Lumina 1bed 1bath   $3995 / 860ft2 -    (financial district)   图片 地图,
pre2013_4662,20071028,2007,richmond / point / annex,richmond,contra costa,1350,3.0,,,0,"$1350 / 3br - **Spacious, light 3 bdrm. Walk to shopping and schools**",
5291360240,20151029,2015,santa clara,santa clara,santa clara,2541,2.0,1.0,925,0,Spacious First Floor 2bed/1bath Coming November!,
pre2013_4918,20071028,2007,berkeley north / hills,berkeley,alameda,2800,3.0,,,0,$2800 / 3br - million dollar view in Kensington,
pre2013_120168,20040712,2004,mountain view,mountain view,santa clara,650,1.0,,,0,$650 / 1br - WE HAVE A  ROOM AVAILABLE TO RENT FOR YOU ,
pre2013_72419,20120805,2012,cupertino,cupertino,santa clara,2351,1.0,,795,0,$2351 / 1br - 795ft² - Lovely 1 BR Apartment with Gorgeous Gourmet Kitchen,
pre2013_32817,20111111,2011,oakland east,oakland,alameda,1100,2.0,,,0,"$1100 / 2br - Large 2 Bed With New Appliances, New Carpet and Offstreet Parking!!",
pre2013_16497,20120124,2012,san jose north,san jose,santa clara,2130,2.0,,1950,0,$1950 / 2br - 1950ft² - Recently Remodeled Single Family Home with Detached Garage,
5672531738,20160708,2016,inner richmond,san francisco,san francisco,4388,2.0,,1550,0,7월 7 NORTH OF LAKE Lower 2 BR Semi Remod Flat   $4388 / 2br - 1550ft2 -    (inner richmond)   사진 지도    hide this posting  restore this posting,
pre2013_77245,20101220,2010,oakland east,oakland,alameda,1225,4.0,2.0,,0,$1225 / 4br - Four bedroom two bath house,
pre2013_53274,20120207,2012,santa rosa,santa rosa,sonoma,2100,4.0,,1933,0,$2100 / 4br - 1933ft² - Very Impressive Executive Home,
pre2013_99532,20041106,2004,inner richmond,san francisco,san francisco,2088,2.0,,,0,"$2088 / 2br - Lake Street Area 2br top fl flat. Hardwood, parking and garden",
5722286458,20160827,2016,san jose south,san jose,santa clara,2130,1.0,,400,0,Quiet Country Living,
5429356127,20160201,2016,concord / pleasant hill / martinez,concord,contra costa,1924,1.0,,748,0,Şub 1 The Right Size! The Right Location! $99 Deposit: With Approved Credit!   $1924 / 1br - 748ft2 -    (concord / pleasant hill / martinez)   resim har.,
pre2013_64269,20120331,2012,redwood city,redwood city,san mateo,3040,2.0,,1300,0,$3040 / 2br - 1300ft² - Luxurious Gated Community w/ Scenic Marina Views,
4956772137,20150331,2015,santa rosa,santa rosa,sonoma,1668,1.0,1.0,728,0,BEAUTIFULLY APPOINTED 1X1 DELUXE WITH GRANITE KITCHEN &amp; BATH,
pre2013_108779,20040914,2004,palo alto,palo alto,santa clara,1345,1.0,,,0,$1345 / 1br - Historic Bixby House One of a Kind in Downtown Palo Alto,
4611917089,20140810,2014,menlo park,menlo park,san mateo,2800,1.0,1.0,970,0,SINGLE HOUSE 970 SQFT 1 BEDROOM 1 BATH,"This is a sunny, nice and quiet 1 bedroom, 1 bathroom single house, and it is located in Menlo Park; It has a lovely kitchen and a roomy living room. The 970 sq ft single house resides on a 5300 sq ft lot.Please email me or call at show contact infoif you have any questions or are interested in renting this house."
5606738023,20160528,2016,santa cruz,santa cruz,santa cruz,2900,2.0,1.0,,0,May 27 2 bedroom 1 bath with garage close to UCSC   $2900   (santa cruz)   pic    hide this posting restore this posting,
5774670814,20160910,2016,hercules / pinole / san pablo / el sob,el sobrante,contra costa,2200,3.0,,931,0,"favorite this post

 9월  9
3 Bed Home in Pinole Ready for Move In


$2200

                3br -
                931ft2 -
            

 (hercules, pinole, san pablo, el sob)

 사진
                            지도







hide this posting



restore this posting",
pre2013_34060,20111114,2011,noe valley,san francisco,san francisco,4750,3.0,,,0,$4750 / 3br - A piece of Heaven. 3BR home with lush garden ~ JWavro ,
pre2013_57152,20120307,2012,oakland east,oakland,alameda,1390,2.0,1.5,1100,0,$1390 / 2br - 1100ft² - Fully remodeled 3 bed/ 1.5 bath with parking,
5379322869,20160125,2016,nob hill,san francisco,san francisco,2495,1.0,,,0,Oca 25 Unit ready for immediate move in   $2495 / 1br -    (nob hill)   resim har.,
pre2013_157586,20060409,2006,sunnyvale,sunnyvale,santa clara,1370,2.0,,,0,$1370 / 2br - Lease transfer. Terms negotiable.,
pre2013_50055,20120116,2012,oakland west,oakland,alameda,900,1.0,,,0,$900 / 1br - 941A Willow,
pre2013_47738,20120104,2012,sunnyvale,sunnyvale,santa clara,1502,1.0,,750,0,$1502 / 1br - 750ft² - Looking For A Place To Call Home? ,
pre2013_55739,20120228,2012,napa county,napa county,---,1650,2.0,,,0,$1650 / 2br - Petrified Forest Rd Calistoga,
pre2013_18474,20120211,2012,oakland lake merritt / downtown,oakland,alameda,945,1.0,,,0,$945 / 1br - Locked entry Lake Merritt walkup~ Hardwood floors~Parking~Laundry~Cats,
pre2013_9694,20110107,2011,gilroy,gilroy,santa clara,1120,1.0,,,0,"$1120 / 1br - LG 1BR, GREAT WEST GILROY NGHBRHOOD/RESORT POOL/SPA/FITNESS/GE APPS/AC",
pre2013_1069,20061201,2006,san jose north,san jose,santa clara,2130,3.0,,,0,$2565 / 3br - 2ba~ Ground Floor~ End/Corner Unit~ Great Location~ $1000 OFF!!!,
pre2013_66719,20120504,2012,fairfield / vacaville,fairfield,solano,2100,4.0,,2422,0,$2100 / 4br - 2422ft² - Home Sweet Home in Cordelia,
pre2013_50405,20120117,2012,sebastopol,sebastopol,sonoma,1650,3.0,,,0,$1650 / 3br - Peaceful Orchard Setting,
pre2013_102713,20041215,2004,CCSF,san francisco,san francisco,1150,1.0,,,0,"$1150 / 1br - Spacious 1 bd/1 ba, hardwood floor unit in Mt. Davidson/Miraloma Park",
pre2013_14043,20120114,2012,vallejo / benicia,vallejo,solano,1800,4.0,,1800,0,$1800 / 4br - 1800ft² - Alhambra Avenue ,
5354968637,20151211,2015,USF / anza vista,san francisco,san francisco,4900,2.0,,1300,0,,
pre2013_126119,20040925,2004,mission district,san francisco,san francisco,1850,2.0,2.0,,0,"$1850 / 2br - Charming, sunny 2 story 2br 2ba cottage ",
pre2013_94588,20040902,2004,russian hill,san francisco,san francisco,3950,2.0,2.0,,0,"$3950 / 2br - 2 baths, plus den/office, remodeled, elegant, luxurious, gourmet kit.",
pre2013_11189,20110724,2011,candlestick point,san francisco,san francisco,2149,1.0,,,0,$2149 / 1br - Gorgeous Floor Plan w/parking(No Move In Cost)) ,
5275315658,20151022,2015,nob hill,san francisco,san francisco,1750,0.0,,,0,-620 Jones-Small 3rd Floor Studio w/Walk-In Closet(No Direct Sunlight),
5470703023,20160301,2016,san jose central,san jose,santa clara,2130,3.0,2.0,1180,0,"Şub 29 3-Bed/2-Bath Apt Located in Downtown San Jose,   $4184 / 3br - 1180ft2 -    (san jose downtown)   resim har.",
4788699447,20141230,2014,pacific heights,san francisco,san francisco,7600,2.0,2.0,1550,0,GORGEOUS 2 bed/2 bath in Luxury Pac Heights Bldng GOLDEN GATE VIEWS!!,"This incredibly LARGE and REMODELED 2 huge bedrooms with 2 large full bathrooms apartment home is located at 2140 Pacific Avenue in prime Pacific Heights. This 5th floor unit has INCREDIBLE Golden Gate Bridge  and city VIEWS!!! As you walk into your apartment you enter a large foyer which leads to the living room and separate dining room. The foyer and dining room have designer lighting fixtures in keeping with the buildings style and grace. The master bedroom has a large en-suite bathroom with separate bathtub and shower.  This unit also has lots of closet space (including a brand-new closet system in the master bedroom closet) and telecom system to allow guests to enter the building lobby. Enormous picture windows allow for tons of light. With 10' ceilings throughout, original crown moldings, gorgeous refinished hardwood floors and an enormous wood-burning FIREPLACE, this apartment has the grace of the 1920's style. This REMODELED unit features an exquisite and large kitchen with GRANITE countertops all (brand-new) full size STAINLESS appliances including: luxury brand ""Fisher & Paykel""refrigerator, (GAS) stove/oven, microwave, garbage disposal and dishwasher.2140 Pacific Avenue also includes both a resident elevator, as well as a service elevator. In addition, the buildings roof deck has lounge chairs, with stunning San Francisco and Golden Gate Bridge Views!To view this unit please contact the on-site manager, Kathleen, at  show contact infoYou can also visit our website at www.copelandparkproperties.comNo pets please. 2140 Pacific Avenue received a 92% on walking score and is steps away from all the shops and restaurants on Fillmore Street.  *In building parking available for $300.00 *Included in Rent: Heat, Hot Water, Water, Trash & Sewer, Free Bike Storage *Please note: This unit is dedicated as smoke-free*Pictures below of building and similar unit"
pre2013_113381,20040619,2004,san jose south,san jose,santa clara,2130,2.0,,,0,$1320 / 2br - ACT FAST!  $500 off First Month Rent,
pre2013_45653,20111223,2011,oakland lake merritt / downtown,OAKLAND,alameda,1475,2.0,,,0,$1475 / 2br - Large Lovely Apt in desirable location - Move in Now!,
pre2013_407,20060718,2006,oakland lake merritt / downtown,oakland,alameda,850,0.0,,,0,$850  - 431 Lee St. __ STUDIO __ Hardwood Floors __ Gas Stove,
pre2013_45591,20111223,2011,oakland hills north / montclair,oakland,alameda,1550,1.0,,773,0,$1550 / 773ft² - Parkwoods LARGEST 1 bedroom floor plan on quiet back lot,
pre2013_11636,20110724,2011,russian hill,san francisco,san francisco,2700,2.0,1.5,,0,$2700 / 2br - ** Beautiful 2 bed/1.5 ba Apartment for Rent-OPEN HOUSE 7/23 & 7/24**,
pre2013_106787,20040726,2004,redwood city,redwood city,san mateo,1680,2.0,,,0,$1680 / 2br - Bungalow - Available now to August 1st,
pre2013_65446,20120413,2012,san mateo,san mateo,san mateo,3002,2.0,1.0,1003,0,$3002 / 2br - 1003ft² - Marvelous 2 BR 1 BA ,
pre2013_137466,20050216,2005,russian hill,san francisco,san francisco,2000,1.0,,,0,"$2000 / 1br - One Bedroom, $1,950 One Bedroom (Russian Hill) PHOTOS ",
4982347646,20150421,2015,marina / cow hollow,san francisco,san francisco,7500,3.0,3.0,,0,ID#915: Marina 3BR/3BA VU Condo w/Deck &amp; 2Pkg,"ID#915: Marina 3BR/3BA View Condo w/Deck & 2-Car ParkingBoutique modern condo elevator building with elegant lobby has just 2 units on this floor. It offers views of the Bay and ideal convenience: grocery store, cleaners, coffee shop, post office, and outdoor work-out par course, plus much more all within a block. Yet, the building is very quiet. Past the lovely marble foyer entry is the very large open living/dining room with views to Marina Green, the Bay, Ft. Mason and Marin off in the distance. The living room with fireplace flanked by built-in shelves also has a wonderful deck entered via two large sliding glass doors that make up a full wall of windows. The very large master bedroom suite also has the same orientation toward the Bay, as well as two sets of double-sized closets and access to the deck. Well-equipped eat-in kitchen includes dishwasher, microwave and trash compactor. The back side of the condo has another master suite, family room & 3rd bedroom with wonderful sun streaming in each room. This home includes parquet floors throughout; music system in ALL rooms; full sized washer/dryer in large laundry room/closet; in-unit video entry system; AND 2-Car side-by-side parking. A flat walking path along the edge of the Bay-all the way out to the Golden Gate Bridge is perfect for someone to drink in all the beauty San Francisco offers. There is also easy driving access to Marin or the Financial District. This large home is the ultimate in location and convenience.Pets: No Pets*Highlights:•North Views•Elevator Building•Ideally Located•Marble Foyer•Large, Open Living/Dining Room•Fireplace Flanked by Built-In Shelves•Eat-In Kitchen w/Dishwasher•Family Room•3 Bedrooms (2 Master Suites)•3 Bathrooms•Deck w/2 Access Points•Parquet Floors•Music System in All Rooms•Full Sized Washer/Dryer•Video Entry System•2-Car Side-by-Side ParkingCONTACT:Clara Laines-WelchPacific Union International, Inc.Leasing SpecialistTEXT OR CELL:  show contact infoBRE# 00873016SanFranciscoLeasing.com*Service or companion animals as defined by law are acceptable. We are an Equal Opportunity Housing Provider and follow all federal and state fair housing laws.  For more information on fair housing, visit hud.gov. The information contained herein has been provided by various sources which may include the owner, public records, multiple listing service, or others. Pacific Union has not verified or investigated the accuracy of this information. Prospective tenants are advised to conduct their own investigation of the property and the information contained herein, utilizing licensed professionals where appropriate, before renting this property."
pre2013_63099,20120328,2012,larkspur,larkspur,marin,895,,,,0,$895 PERFECT LOCATION,
pre2013_123603,20040827,2004,excelsior / outer mission,san francisco,san francisco,1095,1.0,,,0,$1095 / 1br - new carpet/paint - near shops - transportation- all utilities paid ,
pre2013_126195,20040925,2004,san rafael,san rafael,marin,900,0.0,,,0,$900  - Studio Apartment (Terra Linda Area) ,
pre2013_8944,20110106,2011,san mateo,san mateo,san mateo,2206,3.0,,,0,$2206 / 3br - I am a sun-filled room.,
pre2013_11380,20110724,2011,oakland lake merritt / downtown,oakland,alameda,1185,1.0,,,0,"$1185 / 1br - ❤ OPN today LATE*LAKE MERRITT'S BEST NEIGHD & CALM, COZY DESIGNER APT",
5429776847,20160202,2016,healdsburg / windsor,healdsburg,sonoma,2200,3.0,,1821,0,Şub 1 Cloverdale House for Rent: The Cottages   $2200 / 3br - 1821ft2 -    (healdsburg / windsor)   resim har.,
pre2013_42332,20111213,2011,russian hill,san francisco,san francisco,6200,2.0,,1650,0,$6200 / 2br - 1650ft² - Luxury Home with Panoramic Views & Roof Deck with Sauna,
pre2013_8032,20100731,2010,cupertino,cupertino,santa clara,3700,3.0,,,0,"$3700 / 3br - 3BR/2B Spacious House with Cupertino Schools, Located in Cul-De-Sac",
pre2013_95484,20040912,2004,USF / anza vista,san francisco,san francisco,1750,2.0,2.0,,0,$1750 / 2br - Top floor 2 BR 2 BA apt near USF,
pre2013_10248,20120103,2012,san jose north,san jose,santa clara,2130,2.0,2.0,850,0,"$1900 / 2br - 850ft² - 2 bed 2 bath condo , Available for immediate occupancy",
5246444886,20151015,2015,rohnert pk / cotati,rohnert park,sonoma,1950,2.0,,1162,0,1459 Parkway Drive,
pre2013_123102,20040822,2004,marina / cow hollow,san francisco,san francisco,2395,1.0,,,0,"$2395 / 1br - Near Marina, Private Deck, Hardwood Floors! ",
pre2013_48435,20120106,2012,concord / pleasant hill / martinez,concord,contra costa,2100,3.0,,,0,"$2100 / 3br - Great San Ramon location, Call us today!",
pre2013_50610,20120118,2012,dublin / pleasanton,dublin,alameda,2240,2.0,,1133,0,$2240 / 2br - 1133ft² - Enjoy the Spectacular Views of Dublin at Avalon Dublin Station ,
pre2013_144400,20050603,2005,concord / pleasant hill / martinez,concord,contra costa,795,1.0,,,0,$795 / 1br - Plush 1 bedroom - Concord ,
pre2013_34246,20111114,2011,vallejo / benicia,vallejo,solano,465,1.0,,,0,$465 / bedroom. Glen Cove Home / Touro University. Available now,
4264238544,20131230,2013,san leandro,san leandro,alameda,1750,2.0,,1100,0,    Dec 29 MUST SEE! SPACIOUS 2X2 WITH VIEWS NEAR BART & SHOPS! FITNESS CENTER   $1750 / 2br - 1100ft² -    (san leandro)   pic map   ,
pre2013_79069,20081217,2008,parkside,san francisco,san francisco,2400,2.0,1.0,,0,$2400 / 2br -  HUGE 2BR 1bath on Taravel and Sunset Blvd for rent! PICS INSIDE!!! -,
pre2013_5837,20081221,2008,san mateo,san mateo,san mateo,1729,2.0,,,0,$1729 / 2br - Bring Your Dog Or Your Cat! -,
pre2013_110791,20041114,2004,san francisco,san francisco,san francisco,1900,2.0,,,0,$1900  - 2br - Wonderful Remodeled Home- Photos available,
pre2013_110476,20041110,2004,burlingame / hillsborough,burlingame,san mateo,1800,2.0,,,0,"$1800 / 2br - 1105 EL CAMINO REAL, # 3, BURLINGAME",
pre2013_140933,20050329,2005,oakland lake merritt / downtown,oakland,alameda,925,1.0,,,0,$925 / 1br - PARKING INCLUDED IN RENT! Located on the North Side of Lake Merritt! ,
pre2013_23774,20120308,2012,oakland east,oakland,alameda,1725,3.0,,,0,$1725 / 3br - House with lovely yard~Appliances~Hardwood Floors,
pre2013_91364,20040721,2004,castro,san francisco,san francisco,1895,1.0,,,0,$1895 / 1br - EUREKA VALLEY/ DOLORES HEIGHTS !!,
pre2013_109291,20041014,2004,belmont / san carlos,belmont,san mateo,1550,2.0,2.0,,0,"$1550 / 2br - 2 Bath/2 BDR  large, quiet CORNER unit with sweeping, SERENE views",
4584102414,20140803,2014,santa cruz,santa cruz,santa cruz,2950,2.0,,1560,0,Home for the right person to love!,
pre2013_89762,20040630,2004,mission district,san francisco,san francisco,2350,3.0,2.0,,0,$2350 / 3br - Available Now! 3 bdrm 2 bath!,
pre2013_164364,20060528,2006,fairfax,fairfax,marin,750,0.0,,,0,$750  - Cute Studio Apt. -- Short-term,
pre2013_136534,20050207,2005,oakland lake merritt / downtown,oakland,alameda,1150,2.0,,,0,$1150 / 2br - You Will Not Find a Nicer Apartment for the Money! In ,
5943197950,20170202,2017,ingleside,san francisco,san francisco,2100,2.0,1.0,550,0,2 Bed 1 Bath (Utilities Included),"2 Bedrooms, 1 Bathroom, 1 Living room, and 1 Kitchen (no oven). Newly remodeled. It is close to public transportation (17, 18, 28, 29, M, KT). 15 minute walk to SF State. 10 minute walk to the shops and restaurants of Ocean Ave. 30 minutes to downtown via public transportation.Check out our Walk Score here:https://www.walkscore.com/score/victoria-st-and-shields-st-san-francisco-ca-94132Cost to rent:$2100 First month's rent$2100 DepositUtilities included (Water, Power, Garbage, Wifi)No Pets.No Smoking.No Drugs.No Partying."
pre2013_11650,20110724,2011,milpitas,milpitas,santa clara,1595,1.0,1.0,,0,$1595 / 1br - 1 unit left for $1595!  1br/1ba,
pre2013_152198,20060410,2006,oakland lake merritt / downtown,oakland,alameda,1195,1.0,,,0,$1195 / 1br - 20s Building - Top Floor Unit w/ Views - Sunny - Bright **PICS,
